1120,2745.00
1121,1035.00
1122,1080.00
1123,1290.00
1130,0.04
1131,0.00
1132,22.32
1133,160.00
1134,0.00
1135,0.00
1136,0.00
1137,0.00
1138,0.00
1500,22464.00
1501,6330.00
1502,0.00
1503,11970.00
1504,-1143.00
1505,2420.00
1506,1760.00
1509,4242.00
1511,2658.00
1512,720.00
1531,210.00
1533,3816.00
1540,10.00
1543,0.00
1546,588.00
1548,2790.00
1550,0.00
1553,21490.50
1554,4125.00
1555,3370.00
1564,3184.00
1606,0.00
1608,1960.00
1611,2220.00
1612,2883.00
1650,-15.00
1651,1530.00
1652,60.00
1654,582.00
1655,40.00
1656,240.00
1660,0.00
1661,0.00
1700,0.00
1702,0.00
1703,0.00
1704,0.00
1708,945.00
1710,2562.00
1711,350.00
1712,25.00
1713,290.00
1714,630.00
1715,0.00
1716,380.00
1722,810.00
1724,0.00
1725,0.00
1727,1050.00
1728,1155.00
1729,0.00
2400,600.00
2401,660.00
2402,1260.00
2403,434.00
2404,1456.00
2405,564.00
2406,252.00
2407,444.00
2408,528.00
2411,0.00
2412,2716.00
2413,98.00
2414,612.00
2415,468.00
2416,288.00
2417,576.00
2418,448.00
2422,432.00
2423,396.00
2424,684.00
2425,792.00
2426,336.00
2427,308.00
2428,0.00
2429,192.00
2430,36.00
2431,264.00
2432,372.00
2608,0.00
2609,0.00
2650,20.00
2651,-90.00
2652,0.00
2654,5592.00
2655,6624.00
2656,5400.00
2657,420.00
2658,720.00
2659,2208.00
2661,2540.00
2663,900.00
2666,256.00
2680,0.00
2681,28.00
2682,1960.00
2683,3164.00
2684,1064.00
2712,1140.00
2900,1755.00
2901,0.00
2902,2750.00
2903,575.00
2905,5480.00
2906,890.00
2907,10.00
2908,670.00
2909,24.00
2910,1500.00
2911,540.00
2912,7359.00
2915,-0.40
2916,2565.00
2918,612.20
2919,2250.00
2920,1452.00
2921,615.00
2923,0.00
2924,660.00
2925,0.00
2933,1230.00
2936,0.00
2937,1275.00
2940,1065.00
2941,0.00
3006,0.00
3290,395.00
3291,147.00
3292,219.00
3293,95.00
3294,122.00
3301,7084.00
3302,5614.00
3303,6818.00
3304,11000.00
3305,740.00
3306,8160.00
3309,8336.00
3311,4.00
3312,404.00
3313,676.00
3322,6.00
3325,0.00
3327,-18.00
3352,100.00
3361,3750.00
3362,3675.00
3363,3075.00
3364,975.00
3365,5625.00
3366,10425.00
3367,11125.00
3368,10875.00
3370,840.00
3371,918.00
3372,576.00
3373,564.00
3374,492.00
3375,582.00
3376,552.00
3377,624.00
3378,720.00
3379,752.00
3380,872.00
3382,-172.00
3391,444.00
3392,780.00
3393,987.00
3410,36.00
3411,738.00
3412,0.00
3413,306.00
3414,846.00
3417,342.00
3418,1086.00
3510,1320.00
3511,7620.00
3512,10440.00
3513,3600.00
3514,0.00
3515,0.00
3516,800.00
3517,0.00
3518,0.00
3519,720.00
3605,2634.00
3607,11550.00
3609,5685.00
3610,0.00
3611,13846.00
3705,3480.00
3706,1598.00
3707,4070.00
3711,2970.00
3712,2013.00
3720,192.00
3801,4032.00
3802,854.00
3820,0.00
3821,432.00
3822,150.00
