2022051006522315,,,,,,,,
DEP_CEN,O00000001,R00000607,29-04-2022,E,030,1512,36,U
DEP_CEN,O00000002,R00000607,29-04-2022,E,030,2651,100,U
DEP_CEN,O00000003,R00000607,29-04-2022,E,030,2652,55,U
DEP_CEN,O00000004,R00000607,29-04-2022,E,030,2654,72,U
DEP_CEN,O00000005,R00000607,29-04-2022,E,030,2655,72,U
DEP_CEN,O00000006,R00000607,29-04-2022,E,030,2657,55,U
DEP_CEN,O00000007,R00000607,29-04-2022,E,030,2907,100,K
DEP_CEN,O00000008,R00000607,29-04-2022,E,030,2912,110,K
DEP_CEN,O00000009,R00000607,29-04-2022,E,030,3305,100,U
DEP_CEN,O00000010,R00000607,29-04-2022,E,030,3352,25,K
DEP_CEN,O00000011,R00000607,29-04-2022,E,030,3413,108,U
DEP_CEN,O00000012,R00000607,29-04-2022,E,030,3414,108,U
DEP_CEN,O00000013,R00000607,29-04-2022,E,030,3418,96,U
DEP_CEN,O00000014,R00000607,29-04-2022,E,030,3620,30,U
DEP_CEN,O00000015,R00000607,29-04-2022,E,030,3707,185,U
DEP_CEN,O00000016,R00000607,29-04-2022,E,030,3802,140,U
DEP_CEN,O00000017,R00000607,29-04-2022,E,030,3820,72,U
DEP_CEN,O00000018,R00000607,29-04-2022,E,030,3821,36,U
DEP_CEN,O00000019,R00000607,29-04-2022,E,030,3822,30,U
DEP_CEN,O00000020,R00000609,29-04-2022,E,022,1121,15,U
DEP_CEN,O00000021,R00000609,29-04-2022,E,022,1122,15,U
DEP_CEN,O00000022,R00000609,29-04-2022,E,022,1123,15,U
DEP_CEN,O00000023,R00000609,29-04-2022,E,022,1506,20,U
DEP_CEN,O00000024,R00000609,29-04-2022,E,022,1509,30,K
DEP_CEN,O00000025,R00000609,29-04-2022,E,022,1511,120,K
DEP_CEN,O00000026,R00000609,29-04-2022,E,022,1512,12,U
DEP_CEN,O00000027,R00000609,29-04-2022,E,022,1531,14,K
DEP_CEN,O00000028,R00000609,29-04-2022,E,022,1533,30,K
DEP_CEN,O00000029,R00000609,29-04-2022,E,022,1550,72,U
DEP_CEN,O00000030,R00000609,29-04-2022,E,022,1553,600,K
DEP_CEN,O00000031,R00000609,29-04-2022,E,022,1611,25,K
DEP_CEN,O00000032,R00000609,29-04-2022,E,022,1612,25,K
DEP_CEN,O00000033,R00000609,29-04-2022,E,022,1650,75,K
DEP_CEN,O00000034,R00000609,29-04-2022,E,022,1651,225,K
DEP_CEN,O00000035,R00000609,29-04-2022,E,022,1652,15,K
DEP_CEN,O00000036,R00000609,29-04-2022,E,022,1656,20,K
DEP_CEN,O00000037,R00000609,29-04-2022,E,022,1708,10,K
DEP_CEN,O00000038,R00000609,29-04-2022,E,022,1710,21,K
DEP_CEN,O00000039,R00000609,29-04-2022,E,022,2400,12,U
DEP_CEN,O00000040,R00000609,29-04-2022,E,022,2402,56,U
DEP_CEN,O00000041,R00000609,29-04-2022,E,022,2403,14,U
DEP_CEN,O00000042,R00000609,29-04-2022,E,022,2405,12,U
DEP_CEN,O00000043,R00000609,29-04-2022,E,022,2406,14,U
DEP_CEN,O00000044,R00000609,29-04-2022,E,022,2407,12,U
DEP_CEN,O00000045,R00000609,29-04-2022,E,022,2408,12,U
DEP_CEN,O00000046,R00000609,29-04-2022,E,022,2412,28,U
DEP_CEN,O00000047,R00000609,29-04-2022,E,022,2413,14,U
DEP_CEN,O00000048,R00000609,29-04-2022,E,022,2414,12,U
DEP_CEN,O00000049,R00000609,29-04-2022,E,022,2417,12,U
DEP_CEN,O00000050,R00000609,29-04-2022,E,022,2418,28,U
DEP_CEN,O00000051,R00000609,29-04-2022,E,022,2423,10,U
DEP_CEN,O00000052,R00000609,29-04-2022,E,022,2424,10,U
DEP_CEN,O00000053,R00000609,29-04-2022,E,022,2425,10,U
DEP_CEN,O00000054,R00000609,29-04-2022,E,022,2429,12,U
DEP_CEN,O00000055,R00000609,29-04-2022,E,022,2432,12,U
DEP_CEN,O00000056,R00000609,29-04-2022,E,022,2609,20,U
DEP_CEN,O00000057,R00000609,29-04-2022,E,022,2652,44,U
DEP_CEN,O00000058,R00000609,29-04-2022,E,022,2654,72,U
